id_siniestro,id_poliza,id_asegurado,id_vehiculo,id_proveedor,ramo,cobertura,ciudad,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,suma_asegurada,estado,descripcion,documentos_completos,etiqueta_fraude_simulada,fecha_inicio_poliza,fecha_fin_poliza,historial_siniestros_asegurado,score_heuristico,prediccion_ml,probabilidad_ml,score_final,nivel_riesgo,reglas_criticas_activadas,factores_principales,explicacion_final,accion_sugerida,mensaje_ia,en_lista_restrictiva
SIN-2026-1072,POL-2072,ASEG-001,,PROV-009,Salud,Emergencia,Quito,2025-12-16,2025-12-21,14797,11701,11701,21156,Pagado,Reclamo por hospitalización de emergencia con intervención quirúrgica.,true,0,2025-02-07,2026-02-18,1,98,0,0.16,23,VERDE,,Siniestro ocurrido cerca del inicio de la póliza,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 23/100 (Siniestro ocurrido cerca del inicio de la póliza). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 16%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1073,POL-2073,ASEG-020,,PROV-009,Salud,Cirugía,Quito,2025-12-23,2025-12-26,16532,13208,13208,33362,Pagado,Solicitud de reembolso por tratamiento ambulatorio prolongado.,false,0,2025-01-26,2026-01-15,1,95,0,0.24,34,VERDE,,Similitud narrativa con otros siniestros,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 34/100 (Similitud narrativa con otros siniestros). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 24%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1074,POL-2074,ASEG-008,,PROV-004,Vida,Fallecimiento,Guayaquil,2025-10-23,2025-10-25,23613,17119,17119,31151,Pagado,Reclamo por fallecimiento del titular; pendiente documentación complementaria.,true,0,2025-01-03,2026-01-08,1,63,0,0.07,30,VERDE,,Monto reclamado atípico respecto a la suma asegurada,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 30/100 (Monto reclamado atípico respecto a la suma asegurada). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 7%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1075,POL-2075,ASEG-058,,PROV-001,Salud,Ambulatorio,Guayaquil,2025-11-19,2025-11-20,5981,4893,0,13932,Pendiente,Atención médica de urgencia tras accidente doméstico.,true,0,2025-06-17,2026-06-27,1,54,0,0.09,34,VERDE,,Reporte tardío del siniestro,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 34/100 (Reporte tardío del siniestro). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 9%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1076,POL-2076,ASEG-011,,PROV-002,Vida,Invalidez,Ambato,2025-12-12,2025-12-18,91156,76979,76979,155202,Pagado,Reclamo por fallecimiento del titular; pendiente documentación complementaria.,true,0,2025-06-02,2026-06-14,1,75,0,0.33,27,VERDE,,Siniestro ocurrido cerca del inicio de la póliza,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 27/100 (Siniestro ocurrido cerca del inicio de la póliza). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 33%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1077,POL-2077,ASEG-037,VEH-077,PROV-002,Vehículos,Robo,Guayaquil,2025-10-18,2025-10-24,23048,17762,17762,41481,Pagado,El asegurado reporta colisión en vía pública con daños en la parte frontal del vehículo.,true,0,2025-06-06,2026-06-02,1,90,0,0.11,6,VERDE,,Reporte tardío del siniestro,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 6/100 (Reporte tardío del siniestro). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 11%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1078,POL-2078,ASEG-039,,PROV-009,Salud,Emergencia,Quito,2025-12-18,2025-12-21,29204,21728,0,53397,En análisis,Atención médica de urgencia tras accidente doméstico.,true,0,2025-07-05,2026-07-13,2,2,0,0.19,4,VERDE,,Historial elevado de reclamos del asegurado,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 4/100 (Historial elevado de reclamos del asegurado). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 19%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1079,POL-2079,ASEG-030,VEH-079,PROV-010,Vehículos,Colisión,Quito,2025-10-20,2025-10-26,9815,7105,7105,20050,Pagado,Daños por impacto lateral atribuidos a un tercero no identificado.,false,0,2025-08-07,2026-08-11,0,22,0,0.08,22,VERDE,,Reporte tardío del siniestro,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 22/100 (Reporte tardío del siniestro). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 8%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1080,POL-2080,ASEG-020,,PROV-006,Salud,Hospitalización,Guayaquil,2025-11-04,2025-11-07,2718,2367,2367,4418,Pagado,Solicitud de reembolso por tratamiento ambulatorio prolongado.,true,0,2025-02-01,2026-02-03,0,55,0,0.31,35,VERDE,,Documentación incompleta o ilegible,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 35/100 (Documentación incompleta o ilegible). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 31%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1081,POL-2081,ASEG-011,,PROV-010,Salud,Ambulatorio,Quito,2025-12-23,2025-12-28,18324,15748,0,41692,En análisis,Solicitud de reembolso por tratamiento ambulatorio prolongado.,true,0,2025-02-19,2026-02-27,0,26,1,0.76,24,VERDE,,Similitud narrativa con otros siniestros,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 24/100 (Similitud narrativa con otros siniestros). El modelo ML estimó una probabilidad de fraude del 76% al comparar con casos históricos similares. El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1082,POL-2082,ASEG-018,,PROV-004,Hogar,Robo domiciliario,Manta,2025-12-03,2025-12-09,13708,9708,0,19478,Pendiente,Daños por filtración de agua que afectaron mobiliario y estructura.,true,0,2025-01-09,2026-01-08,2,79,1,0.6,29,VERDE,,Documentación incompleta o ilegible,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 29/100 (Documentación incompleta o ilegible). El modelo ML estimó una probabilidad de fraude del 60% al comparar con casos históricos similares. El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1083,POL-2083,ASEG-050,,PROV-002,Vida,Invalidez,Loja,2025-10-17,2025-10-19,77588,69006,69006,149064,Pagado,Solicitud de indemnización por invalidez parcial permanente.,true,0,2025-02-07,2026-02-19,2,6,0,0.06,39,VERDE,,Reporte tardío del siniestro,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 39/100 (Reporte tardío del siniestro). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 6%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1084,POL-2084,ASEG-035,,PROV-010,Vida,Renta,Manta,2025-10-02,2025-10-06,96908,80100,0,237006,Pendiente,Reclamo por fallecimiento del titular; pendiente documentación complementaria.,true,0,2025-01-11,2026-01-19,2,70,0,0.13,33,VERDE,,Historial elevado de reclamos del asegurado,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 33/100 (Historial elevado de reclamos del asegurado). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 13%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1085,POL-2085,ASEG-058,,PROV-005,Salud,Hospitalización,Guayaquil,2025-11-13,2025-11-14,16850,14996,14996,30726,Pagado,Reclamo por hospitalización de emergencia con intervención quirúrgica.,true,0,2025-05-18,2026-05-13,0,94,0,0.23,39,VERDE,,Reporte tardío del siniestro,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 39/100 (Reporte tardío del siniestro). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 23%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1086,POL-2086,ASEG-029,,PROV-005,Salud,Hospitalización,Quito,2025-10-02,2025-10-06,5000,4021,0,8060,En análisis,Atención médica de urgencia tras accidente doméstico.,true,0,2025-02-01,2026-02-26,1,91,0,0.09,21,VERDE,,Historial elevado de reclamos del asegurado,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 21/100 (Historial elevado de reclamos del asegurado). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 9%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1087,POL-2087,ASEG-052,VEH-087,PROV-009,Vehículos,Colisión,Ambato,2025-10-10,2025-10-15,38810,28666,0,80105,En análisis,Daños por impacto lateral atribuidos a un tercero no identificado.,false,0,2025-02-21,2026-02-22,0,93,0,0.39,3,VERDE,,Monto reclamado atípico respecto a la suma asegurada,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 3/100 (Monto reclamado atípico respecto a la suma asegurada). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 39%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1088,POL-2088,ASEG-023,,PROV-001,Salud,Ambulatorio,Quito,2025-12-14,2025-12-20,7849,6644,0,10861,En análisis,Solicitud de reembolso por tratamiento ambulatorio prolongado.,true,0,2025-02-17,2026-02-20,2,55,0,0.36,8,VERDE,,Reporte tardío del siniestro,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 8/100 (Reporte tardío del siniestro). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 36%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1089,POL-2089,ASEG-048,VEH-089,PROV-005,Vehículos,Daños a terceros,Quito,2025-10-17,2025-10-19,44621,32513,32513,94608,Pagado,Daños por impacto lateral atribuidos a un tercero no identificado.,true,0,2025-03-09,2026-03-16,1,90,0,0.41,25,VERDE,,Documentación incompleta o ilegible,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 25/100 (Documentación incompleta o ilegible). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 41%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1090,POL-2090,ASEG-029,,PROV-004,Hogar,Daños por agua,Quito,2025-10-10,2025-10-18,8105,6044,6044,13498,Pagado,Daños por incendio de origen eléctrico en la vivienda asegurada.,true,0,2025-07-05,2026-07-27,0,14,0,0.41,36,VERDE,,Inconsistencia entre el informe pericial y la denuncia,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 36/100 (Inconsistencia entre el informe pericial y la denuncia). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 41%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1091,POL-2091,ASEG-024,,PROV-006,Hogar,Robo domiciliario,Cuenca,2025-11-23,2025-11-25,18514,15493,0,24782,Pendiente,Robo domiciliario con sustracción de bienes; denuncia presentada.,true,0,2025-04-22,2026-04-17,2,24,0,0.06,29,VERDE,,Monto reclamado atípico respecto a la suma asegurada,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 29/100 (Monto reclamado atípico respecto a la suma asegurada). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 6%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1092,POL-2092,ASEG-054,,PROV-005,Hogar,Responsabilidad civil,Quito,2025-10-21,2025-10-28,14736,12015,12015,30746,Pagado,Daños por incendio de origen eléctrico en la vivienda asegurada.,true,0,2025-07-11,2026-07-12,2,20,0,0.14,6,VERDE,,Reporte tardío del siniestro,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 6/100 (Reporte tardío del siniestro). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 14%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1093,POL-2093,ASEG-042,,PROV-009,Hogar,Responsabilidad civil,Manta,2025-12-13,2025-12-14,11705,8345,0,23859,Pendiente,Robo domiciliario con sustracción de bienes; denuncia presentada.,true,0,2025-08-04,2026-08-21,1,94,0,0.03,7,VERDE,,Similitud narrativa con otros siniestros,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 7/100 (Similitud narrativa con otros siniestros). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 3%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1094,POL-2094,ASEG-024,,PROV-006,Vida,Renta,Quito,2025-10-18,2025-10-21,101205,94604,0,224374,En análisis,Solicitud de indemnización por invalidez parcial permanente.,true,0,2025-04-16,2026-04-12,1,67,0,0.1,12,VERDE,,Similitud narrativa con otros siniestros,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 12/100 (Similitud narrativa con otros siniestros). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 10%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1095,POL-2095,ASEG-050,,PROV-010,Salud,Emergencia,Guayaquil,2025-11-10,2025-11-16,7030,5685,5685,9835,Pagado,Reclamo por hospitalización de emergencia con intervención quirúrgica.,true,0,2025-04-24,2026-04-21,1,62,0,0.46,4,VERDE,,Documentación incompleta o ilegible,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 4/100 (Documentación incompleta o ilegible). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 46%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1096,POL-2096,ASEG-025,VEH-096,PROV-010,Vehículos,Pérdida total,Guayaquil,2025-10-03,2025-10-09,20406,18466,0,48345,En análisis,El asegurado reporta colisión en vía pública con daños en la parte frontal del vehículo.,true,0,2025-01-27,2026-01-22,0,14,0,0.44,29,VERDE,,Siniestro ocurrido cerca del inicio de la póliza,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 29/100 (Siniestro ocurrido cerca del inicio de la póliza). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 44%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1097,POL-2097,ASEG-058,,PROV-006,Salud,Ambulatorio,Guayaquil,2025-10-11,2025-10-16,3909,3587,3587,8685,Pagado,Solicitud de reembolso por tratamiento ambulatorio prolongado.,true,0,2025-04-28,2026-04-24,0,39,0,0.07,0,VERDE,,Monto reclamado atípico respecto a la suma asegurada,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 0/100 (Monto reclamado atípico respecto a la suma asegurada). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 7%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1098,POL-2098,ASEG-002,VEH-098,PROV-006,Vehículos,Pérdida total,Guayaquil,2025-10-08,2025-10-14,33847,24399,0,70979,Pendiente,Robo del vehículo en estacionamiento no vigilado durante horas de la noche.,true,0,2025-09-04,2026-09-07,0,89,1,0.74,35,VERDE,,Historial elevado de reclamos del asegurado,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 35/100 (Historial elevado de reclamos del asegurado). El modelo ML estimó una probabilidad de fraude del 74% al comparar con casos históricos similares. El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1099,POL-2099,ASEG-025,VEH-099,PROV-008,Vehículos,Daños a terceros,Quito,2025-12-04,2025-12-07,28458,20966,0,40272,En análisis,Pérdida total declarada tras incidente vial; el vehículo no fue recuperado.,true,0,2025-06-25,2026-06-24,0,41,0,0.44,15,VERDE,,Proveedor con historial recurrente de alertas,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 15/100 (Proveedor con historial recurrente de alertas). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 44%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
SIN-2026-1100,POL-2100,ASEG-044,,PROV-009,Hogar,Daños por agua,Guayaquil,2025-11-10,2025-11-11,20449,16966,16966,33252,Pagado,Robo domiciliario con sustracción de bienes; denuncia presentada.,true,0,2025-05-18,2026-05-27,1,29,0,0.02,24,VERDE,,Proveedor con historial recurrente de alertas,No se activaron reglas críticas determinísticas. El análisis heurístico arrojó un score de 24/100 (Proveedor con historial recurrente de alertas). El modelo ML no identificó patrones históricos de alto riesgo (probabilidad 2%). El caso presenta riesgo BAJO y puede seguir el trámite estándar.,Continuar con el trámite estándar; no se requieren controles adicionales.,"Este resultado es una estimación de apoyo basada en patrones y no constituye una acusación. La decisión final corresponde siempre a un analista, presumiendo la buena fe del asegurado.",false
